"2020/11/07","12:24:06AM","20.68","69.28","20.89","69.66","38.26","40.14","795","60"
"2020/11/07","12:54:07AM","20.72","69.39","20.86","69.62","38.0","39.84","856","69"
"2020/11/07","01:24:09AM","20.7","69.35","20.89","69.64","37.74","39.62","806","61"
"2020/11/07","01:54:10AM","20.71","69.35","20.86","69.58","37.51","39.39","774","56"
"2020/11/07","02:24:11AM","20.71","69.4","20.82","69.55","37.41","39.29","739","51"
"2020/11/07","02:54:13AM","20.68","69.33","20.82","69.55","37.35","39.22","712","47"
"2020/11/07","03:24:14AM","20.74","69.4","20.81","69.51","37.42","39.25","733","50"
"2020/11/07","03:54:15AM","20.71","69.35","20.83","69.58","37.45","39.25","733","50"
"2020/11/07","04:24:17AM","20.7","69.35","20.84","69.58","37.54","39.38","683","43"
"2020/11/07","04:54:18AM","20.72","69.37","20.8","69.55","37.68","39.54","754","53"
"2020/11/07","05:24:20AM","20.68","69.3","20.82","69.55","37.8","39.64","717","48"
"2020/11/07","05:54:21AM","20.68","69.26","20.88","69.6","37.8","39.65","690","44"
"2020/11/07","06:24:22AM","20.73","69.39","20.9","69.71","37.81","39.62","729","50"
"2020/11/07","06:54:23AM","20.76","69.48","20.9","69.67","37.88","39.72","761","54"
"2020/11/07","07:24:25AM","20.7","69.35","20.86","69.66","37.9","39.74","761","54"
"2020/11/07","07:54:26AM","20.75","69.44","20.95","69.75","38.04","39.82","707","46"
"2020/11/07","08:24:28AM","20.8","69.51","21.06","69.94","38.34","39.99","828","65"
"2020/11/07","08:54:29AM","20.85","69.62","21.14","70.14","38.87","40.46","828","65"
"2020/11/07","09:24:30AM","20.95","69.78","21.28","70.38","39.23","40.73","828","65"
"2020/11/07","09:54:32AM","21.03","69.93","21.35","70.52","39.54","41.03","842","67"
"2020/11/07","10:24:33AM","21.06","69.98","21.4","70.56","40.19","41.65","733","50"
"2020/11/07","10:54:34AM","21.1","70.09","21.37","70.56","40.61","42.17","842","67"
"2020/11/07","11:24:36AM","21.12","70.11","21.43","70.63","41.14","42.69","817","63"
"2020/11/07","11:54:37AM","21.15","70.14","21.44","70.65","39.91","41.53","733","50"
"2020/11/07","12:24:38PM","21.12","70.14","21.42","70.57","39.84","41.52","647","37"
"2020/11/07","12:54:40PM","21.16","70.16","21.36","70.48","39.22","40.93","647","37"
"2020/11/07","01:24:41PM","21.14","70.09","21.32","70.47","38.24","40.09","633","35"
"2020/11/07","01:54:43PM","21.1","70.05","21.3","70.39","37.94","39.76","604","31"
"2020/11/07","02:24:44PM","21.06","69.98","21.24","70.32","38.04","39.88","1110","108"
"2020/11/07","02:54:45PM","21.08","69.98","21.21","70.23","38.24","40.07","840","67"
"2020/11/07","03:24:47PM","21.03","69.91","21.14","70.12","37.12","39.03","544","21"
"2020/11/07","03:54:48PM","20.96","69.82","21.13","70.09","37.24","39.09","540","21"
"2020/11/07","04:24:49PM","20.94","69.8","21.06","69.98","37.27","39.15","568","25"
"2020/11/07","04:54:51PM","20.87","69.66","21.03","69.93","37.17","39.08","498","14"
"2020/11/07","05:24:52PM","20.85","69.62","21.01","69.87","37.49","39.4","466","10"
"2020/11/07","05:54:53PM","20.82","69.55","20.91","69.71","37.82","39.72","472","10"
"2020/11/07","06:24:55PM","20.82","69.58","20.94","69.76","38.01","39.88","477","11"
"2020/11/07","06:54:56PM","20.8","69.53","20.93","69.71","38.44","40.3","650","38"
"2020/11/07","07:24:57PM","20.82","69.51","20.91","69.73","38.6","40.5","679","42"
"2020/11/07","07:54:59PM","20.8","69.53","20.92","69.73","38.4","40.24","665","40"
"2020/11/07","08:25:00PM","20.79","69.53","20.88","69.66","38.34","40.2","665","40"
"2020/11/07","08:55:01PM","20.78","69.48","20.88","69.67","38.27","40.1","644","37"
"2020/11/07","09:25:03PM","20.74","69.44","20.89","69.66","38.76","40.62","687","43"
"2020/11/07","09:55:04PM","20.74","69.39","20.83","69.6","39.11","40.94","786","58"
"2020/11/07","10:25:06PM","20.74","69.39","20.84","69.58","38.95","40.81","807","62"
"2020/11/07","10:55:07PM","20.74","69.44","20.85","69.6","38.79","40.62","858","69"
"2020/11/07","11:25:08PM","20.75","69.42","20.86","69.6","38.4","40.26","854","69"
"2020/11/07","11:55:10PM","20.72","69.4","20.85","69.62","37.87","39.78","1026","95"
